Date,Strategy A (Equal Wt),Strategy B (Take-Profit),Strategy C (Proportional),BM1: EW Fixed,BM2: EW Rebal
2025-09-18,1.1047657819200862,1.0899500135515245,1.1871723994862229,1.1425694938930169,1.1408122837953565
2025-09-19,1.1017310411590946,1.0898965411204593,1.187468753289701,1.1430001401987266,1.1407115938436887
2025-09-22,1.0911047659728297,1.0869281142948182,1.1743621841732081,1.1378569883400356,1.1353490204280914
2025-09-23,1.089910511681933,1.0857384315027763,1.1679352711889854,1.1480851958662974,1.1448936559726295
2025-09-24,1.089119923955453,1.0849508700755641,1.1636993486943015,1.1440066685999113,1.1408779507636977
2025-09-25,1.0834603784160617,1.0793129887714608,1.1334638837412019,1.1402695649463153,1.1365624764139353
2025-09-26,1.0861411166401855,1.0819834653688818,1.147486177584798,1.147999024854975,1.1441709036817211
2025-09-29,1.0861964381305371,1.082038575093505,1.1477784077772168,1.1492389609039482,1.1457437442521028
2025-09-30,1.1009868330124117,1.0967723536636118,1.2259230936368581,1.1605092812427167,1.157045096973163
2025-10-01,1.11725304315263,1.0967723536636118,1.316483316788132,1.1601703135569859,1.1571711838279384
2025-10-02,1.1157159472985942,1.0967723536636118,1.3074273510848202,1.1592252081572791,1.1558104127972564
2025-10-03,1.1149182026873403,1.0967723536636118,1.3027532531369548,1.1646794307937027,1.1613601717437507
2025-10-06,1.1139431692789372,1.0967723536636118,1.2970567457983326,1.1651716431822463,1.1611435209885344
2025-10-07,1.1109575968735292,1.0967723536636118,1.279674993590047,1.1711484217214478,1.1667300686194555
2025-10-08,1.107888861557645,1.0967723536636118,1.2620011244129739,1.173891466906206,1.1692840331313705
2025-10-09,1.1107098892428986,1.0967723536636118,1.2780683502617147,1.16438269081987,1.1601846831571412
2025-10-10,1.1068763264075954,1.0967723536636118,1.2560123868819324,1.150679726487529,1.146584915585719
2025-10-13,1.1061297546294389,1.0967723536636118,1.25177657761088,1.1570879164128742,1.1528070188180963
2025-10-14,1.103548349084783,1.0967723536636118,1.2371700498297087,1.1698086014474065,1.1658077783924485
2025-10-15,1.102010945523389,1.0967723536636118,1.2285522595795786,1.1677775188743307,1.163045172431436
2025-10-16,1.101513050143718,1.0967723536636118,1.225776921928833,1.161374397686571,1.1562314782104721
2025-10-17,1.103796952128077,1.0967723536636118,1.2384846894128847,1.1666627336953777,1.1619452829927859
2025-10-20,1.1077804479651647,1.0967723536636118,1.260832543314192,1.1770515016276242,1.1726358254261666
2025-10-21,1.1111171478072115,1.0967723536636118,1.279821052074441,1.1828158406605302,1.1785626405005585
2025-10-22,1.1110917867481276,1.0967723536636118,1.2796749935900473,1.1815656246548045,1.1780284193680748
2025-10-23,1.1100011026473244,1.0967723536636118,1.2733941390902184,1.1880146088481383,1.1843342832421557
2025-10-24,1.1107905092643322,1.0967723536636118,1.2779221785536898,1.188860529150844,1.1844203581314388
2025-10-27,1.1120855234261402,1.0967723536636118,1.2853715009286695,1.194806071249779,1.1893901372864903
2025-10-28,1.1096338907909038,1.0967723536636118,1.271203261824311,1.1851092825241274,1.1798535889868254
2025-10-29,1.108486400615724,1.0967723536636118,1.2646304035793259,1.182351738942672,1.174672754763668
2025-10-30,1.1077181932697402,1.0967723536636118,1.2602483093766168,1.1700176640867828,1.161952407706863
2025-10-31,1.106947888783379,1.0967723536636118,1.2558664416211704,1.1630968596327496,1.1553781058797887
2025-11-03,1.097961499549514,1.0967723536636118,1.2048897660950957,1.1499726698277217,1.1408136975272174
2025-11-04,1.1016085083164067,1.0967723536636118,1.2249006842461017,1.1442022432839827,1.1356568901321937
2025-11-05,1.103000933160196,1.0967723536636118,1.2326420103662374,1.1479104888428067,1.1389168424489995
2025-11-06,1.1066344725811772,1.0967723536636118,1.2529450454860311,1.1494048873097524,1.1403494471595594
2025-11-07,1.1079245600615175,1.0967723536636118,1.2602483093766168,1.1582548290374544,1.1496891699667464
2025-11-10,1.1091316237854207,1.0967723536636118,1.267113397814021,1.1647374077702894,1.155098625873162
2025-11-11,1.119871322966241,1.0967723536636118,1.328460565402952,1.1758322033065485,1.1671193563765148
2025-11-12,1.1211026302414615,1.0967723536636118,1.3357638292935379,1.176861050631529,1.1684587772736017
2025-11-13,1.1247313603264828,1.0967723536636118,1.3573815039965074,1.1651909115892651,1.1575547647446918
2025-11-14,1.1247071554058536,1.0967723536636118,1.3572354455121136,1.1660020437689365,1.158084715925836
2025-11-17,1.1245619133790128,1.0967723536636118,1.3563590946057507,1.1585457268774433,1.1501000994336645
2025-11-18,1.1332086563351986,1.0967723536636118,1.408504238006976,1.1573115553999376,1.1499902503659716
2025-11-19,1.1299652070373674,1.0967723536636118,1.3883472613715764,1.1524845101703802,1.1441104685021617
2025-11-20,1.1297750056257758,1.0967723536636118,1.3871787934964257,1.1432113501249723,1.1357335419735712
2025-11-21,1.1364130448856395,1.0967723536636118,1.4279309222204069,1.1536913966278484,1.1479859488095518
2025-11-24,1.1425508080648175,1.0967723536636118,1.4664921736784804,1.1553863073362611,1.1487866230791846
2025-11-25,1.1545225543033801,1.0967723536636118,1.5433223331785773,1.1644629200114924,1.1590338135776808
2025-11-26,1.1522716207747603,1.0967723536636118,1.5282775167205929,1.169689670704829,1.1634388284988677
2025-11-28,1.1527121483389928,1.0967723536636118,1.5311989128557322,1.176564244262642,1.1702838749401434
2025-12-01,1.1461145253089429,1.0967723536636118,1.487379329512218,1.1633363707953464,1.158105511035648
2025-12-02,1.1443137070719358,1.0967723536636118,1.475694197866186,1.163990363181132,1.1578990057562226
2025-12-03,1.1471226537222803,1.0967723536636118,1.4938061292728095,1.167911243172671,1.1624169227607561
2025-12-04,1.144026867184,1.0967723536636118,1.4736491526374098,1.1653627392332109,1.1590521001034781
2025-12-05,1.1413734713877899,1.0967723536636118,1.4565596306215431,1.158762814275942,1.1529200045211325
2025-12-08,1.1395650289533492,1.0967723536636118,1.4450204442362735,1.1537971651554695,1.1470856813613886
2025-12-09,1.134865310107551,1.0967723536636118,1.4152231547363554,1.1505048487316996,1.1437156254416463
2025-12-10,1.136575430599216,1.0967723536636118,1.4258861034388934,1.1580687562102283,1.1514492197413067
2025-12-11,1.1398121450644312,1.0967723536636118,1.4461891385586871,1.1648702502523491,1.1580121428570482
2025-12-12,1.142782257899731,1.0967723536636118,1.465031475610911,1.1669059319523523,1.159394441360237
2025-12-15,1.1446437905192728,1.0967723536636118,1.4769637744440995,1.1701530073832456,1.1628083012392496
2025-12-16,1.1400999144555641,1.0967723536636118,1.4476483647190497,1.161902784416329,1.1548475065851718
2025-12-17,1.1422114331872333,1.0967723536636118,1.4610539294428835,1.1626963062243472,1.1572369106198528
2025-12-18,1.1456894390805297,1.0967723536636118,1.4832982969451707,1.1616220271021112,1.1549157847833174
2025-12-19,1.1465997040091407,1.0967723536636118,1.4891907943895957,1.1607024591011461,1.1531065050461107
2025-12-22,1.154834257715133,1.0967723536636118,1.5426655228933301,1.1696858251365492,1.1617168181594488
2025-12-23,1.1555400445110113,1.0967723536636118,1.547379588783049,1.171713639768817,1.1637954457386999
2025-12-24,1.1586423007194877,1.0967723536636118,1.5681506903946907,1.1770248267626862,1.1693000439369843
2025-12-26,1.159360674121187,1.0967723536636118,1.573012060228748,1.1766328722568156,1.1693414761982583
2025-12-29,1.159013240590389,1.0967723536636118,1.5706550838957043,1.1758042956874126,1.1686861649621976
2025-12-30,1.1577957383314001,1.0967723536636118,1.5624054968946042,1.1764247236843979,1.1693507376019183
2025-12-31,1.1560491217346602,1.0967723536636118,1.550620502005754,1.168184047495723,1.161197843160783
2026-01-02,1.1586630119630765,1.0967723536636118,1.568150690394691,1.1811981760015848,1.1725223918704308
2026-01-05,1.1608181706919014,1.0967723536636118,1.5827347998968624,1.1865258541446086,1.1775403113777243
2026-01-06,1.1639082132941274,1.0967723536636118,1.6038006226208121,1.1909243557898654,1.181743742702122
2026-01-07,1.1633308973125238,1.0967723536636118,1.5998230764527848,1.1708921210279102,1.161657282562994
2026-01-08,1.1684512692890021,1.0967723536636118,1.6350309836222598,1.187118952846005,1.1800027327224154
2026-01-09,1.1674827331110056,1.0967723536636118,1.6282545492881737,1.1981581317762202,1.1903604323536756
2026-01-12,1.1646519783470175,1.0967723536636118,1.6085146885105313,1.2065513942842065,1.197170393888501
2026-01-13,1.1626680445662658,1.0967723536636118,1.594814515898021,1.216610544156392,1.2066384778857593
2026-01-14,1.1685748210895683,1.0967723536636118,1.635325704734568,1.2271171011438746,1.2182493033347426
2026-01-15,1.168490596273693,1.0967723536636118,1.6347363757335835,1.229919799256208,1.2208577266909328
2026-01-16,1.1639838598674146,1.0967723536636118,1.6032114068434595,1.233205150679481,1.2232033779800464
2026-01-20,1.165310074334979,1.0967723536636118,1.612344704286958,1.2163716629708476,1.2080063417319014
2026-01-21,1.168844885583223,1.0967723536636118,1.6367988574015822,1.2283499995513985,1.2197085032973634
2026-01-22,1.1647842627640135,1.0967723536636118,1.608367271342562,1.2211544133580148,1.214616016347269
2026-01-23,1.1626505726578553,1.0967723536636118,1.5936359711196837,1.2212033579577641,1.2151731172710538
2026-01-26,1.160973990895406,1.0967723536636118,1.58214558411951,1.2242746839920802,1.2175714482047928
